DocumentID,PassageID,Title,Subheading,Paragraph,URL
1,1,Parenting a Child with ADHD | Psychology Today,See All,Coronavirus Disease 2019   Narcissism   Dementia   Bias   Affective Forecasting   Neuroscience,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,2,Parenting a Child with ADHD | Psychology Today,Parenting a Child with ADHD,Verified by Psychology Today,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,3,Parenting a Child with ADHD | Psychology Today,On This Page,"Children with ADHD are often bright, spontaneous, and caring. But parenting them is not without its challenges. Behavioral problems—from forgetting to do chores to outright defiance—can be frustrating for parents to navigate, as can low self-esteem, difficulty making friends, and the emotional ups and downs that are characteristic of ADHD.  In order to help their children navigate a world that isn’t always friendly to those with developmental delays or mental health challenges, parents should advocate strongly for their children’s needs—particularly in the classroom—encourage them to pursue their passions, and make sure their child feels loved, supported, and secure. Talking openly about ADHD, and seeking treatment if necessary, can also give the child the tools he needs to become his own self-advocate as he grows up.",https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,4,Parenting a Child with ADHD | Psychology Today,Essential Reads,"Defiant behavior is often linked to ADHD, particularly in children whose symptoms are primarily hyperactive. Impulsivity may result in reckless or seemingly aggressive behaviors, while emotional dysregulation and an inability to rein in anger may be another root cause of defiance. In some cases, children with ADHD also qualify for a diagnosis of oppositional defiant disorder, or ODD, a condition characterized by a persistent pattern of negative, antagonistic behavior. Harsh discipline rarely works for these children; instead, practicing compassion and focusing on skill-building are the strategies most often recommended by experts.  Children with ADHD, like others, benefit from fair and consistent discipline. Experts recommend an approach that focuses on setting clear expectations, employing natural consequences—and making sure consequences are enforced consistently—and praising positive behaviors. It’s also best to avoid punishing children for behaviors that are out of their control and to discuss problematic behaviors with children to better understand their motivation. Behavior that seems to be defiant, for instance, may actually stem from frustration or anxiety; addressing the feelings that are behind the behavior will likely help mitigate outbursts in the future.  There are pros and cons to using formal reward systems—such as sticker charts—to motivate a child to behave. On the one hand, many parents have found that sticker charts or other reward systems do help their child reduce problematic behaviors; this is especially likely when the goals of the sticker chart are achievable, specific, and measured over the short term. On the other hand, some parents worry that using rewards to encourage good behavior is akin to bribery—and some have found that it cultivates a negative, “what’s in it for me” attitude among children. Whether to use a sticker chart or other formal reward system is a personal decision; other, less structured rewards—such as a surprise outing after a week of good behavior or a few words of genuine praise—may be enough to motivate children without diminishing their intrinsic motivation to behave appropriately.  Unfortunately, some children with ADHD may struggle to make and keep friends—often due to aggressive or hyperactive behavior, emotional outbursts, or the seeming inability to stay focused on a game or conversation. To help a child develop social skills, parents should gently but explicitly explain appropriate behavior—perhaps role-playing situations where the child often slips up, such as when she’s losing at a game—offer praise when the child succeeds, and focus on individual friendships rather than trying to force a child to fit in to a larger group. Keeping playdates short, before frustration or hyperactivity set in, can also help children end social interactions on a positive note and build up their social reputation.  It’s common—and totally OK—for a child with ADHD to primarily form friendships with younger children. Since ADHD is a developmental delay, they may find that younger friends are closer to their own maturity level. Additionally, younger friends may allow a child with ADHD to feel like the leader, which they may not experience in other domains—particularly if they struggle socially with same-age peers.  While experts continue to debate whether excessive video game use can truly be considered an “addiction,” it’s undeniable that many children with ADHD exhibit problematic behavior when it comes to video games. Video games are designed to be engaging and provide immediate rewards; children with ADHD may hyperfocus on them—even to the point where they become seemingly oblivious to the world around them—and may be more prone to become irritable or angry when told to stop playing. Some children may also prefer video games to other activities, like sports or schoolwork, particularly if those are areas in which they struggle. If your child plays video games for hours each day, has little interest in other activities, or becomes enraged or inconsolable when limits are set, it’s likely that she has developed a problematic relationship with gaming that should be addressed.  Rather than setting overly harsh rules on video game playing or taking away the games altogether—both of which can lead to conflict and resentment—parents may be better served by a more balanced approach. Allowing a certain amount of playing, while also making sure that their child is engaging in other activities like exercise, creative play, or reading, will minimize tension and allow children to reap some of the potential benefits of video gaming. If rules are set around gameplay, be consistent about enforcing them.  Trouble making friends, struggles at school, or constantly being scolded for “bad” behavior can wreak havoc on the self-esteem of a child with ADHD. It can be devastating for parents to hear their child say negative things about themselves or come to believe that they are incapable of success. While low self-esteem is a common—and reversible—side effect of ADHD, it’s critical for parents to be on the lookout for signs of depression as well, as persistent low self-esteem and feelings of worthlessness may be signs of a problem that extends beyond ADHD and may require additional intervention.  Parents can help cultivate self-esteem by offering real, genuine praise when a child succeeds; it’s also beneficial to encourage her to pursue her interests in order to find domains in which she excels. A child who likes to doodle, for instance, may become a talented artist, while a child drawn to cooking may feel his confidence grow as he learns to master more complicated recipes. Gradually increasing her autonomy, and making sure that she learns critical skills as she grows, can also help increase her sense of competence and self-assuredness. Making sure your child has strong relationships—whether with family members, same-age peers, or trusted adults—can go a long way toward building lasting self-esteem.  Children with ADHD can excel at any sport (or other activity), particularly if they’re highly interested in it and intrinsically motivated to participate. For children who are unsure what sport they’d like to try, however, or who have struggled with activities in the past, parents may find that individual sports—like swimming, tennis, or martial arts—are ideal for allowing children to get the benefits of exercise while mitigating the social challenges that come with team sports.  Some research suggests that as many as 70 percent of children with ADHD have clinical sleep disturbances—including difficulty falling asleep, waking up frequently during the night, or waking up too early in the morning. Children may also resist going to bed in the first place, becoming defiant or upset at bedtime. To counteract sleep problems, parents should establish a consistent bedtime routine and create a soothing sleep environment with minimal distractions. They should make sure their child gets regular exercise and eats a healthy diet, both of which can greatly improve sleep. If sleep problems are severe, parents may wish to try melatonin supplements. Keep in mind that stimulant medications may disrupt sleep, especially if a dose is taken later in the day; if you suspect this may be the culprit for your child’s poor sleep, talk to your doctor about reducing the dose or changing the dosing schedule.",https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,5,Parenting a Child with ADHD | Psychology Today,Recent Posts,"Jenny Perkel on March 13, 2023 in 21st-Century Childhood  Kaytee Gillis, LCSW-BACS on February 16, 2023 in Invisible Bruises  Randy Kulman Ph.D. on January 12, 2023 in Screen Play  Anthony D. Smith LMHC on December 30, 2022 in Up and Running  Sharon Saline Psy.D. on December 12, 2022 in On Your Way with ADHD  Russell Ramsay, Ph.D., ABPP on December 8, 2022 in Rethinking Adult ADHD  Mary C. Lamia Ph.D. on December 5, 2022 in Intense Emotions and Strong Feelings  Wendy Boring-Bray, DBH, LPCC on December 4, 2022 in A New Beginning  Imi Lo on December 3, 2022 in Living with Emotional Intensity  Alli Spotts-De Lazzer, MA, LMFT, LPCC, CEDS-S on December 1, 2022 in MeaningFULL",https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,6,Parenting a Child with ADHD | Psychology Today,ADHD Center,ADHD Resources,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,7,Parenting a Child with ADHD | Psychology Today,Connected Topics,"Atlanta, GA  Austin, TX  Baltimore, MD  Boston, MA  Brooklyn, NY  Charlotte, NC  Chicago, IL  Columbus, OH  Dallas, TX  Denver, CO  Detroit, MI  Houston, TX  Indianapolis, IN  Jacksonville, FL  Las Vegas, NV  Los Angeles, CA  Louisville, KY  Memphis, TN  Miami, FL  Milwaukee, WI  Minneapolis, MN  Nashville, TN  New York, NY  Oakland, CA  Omaha, NE  Philadelphia, PA  Phoenix, AZ  Pittsburgh, PA  Portland, OR  Raleigh, NC  Sacramento, CA  Saint Louis, MO  San Antonio, TX  San Diego, CA  San Francisco, CA  San Jose, CA  Seattle, WA  Tucson, AZ  Washington, DC  Psychology Today © 2023 Sussex Publishers, LLC",https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,8,Parenting a Child with ADHD | Psychology Today,Diagnosis,"Get Help  Members  Login  Sign Up  Austin, TX  Brooklyn, NY  Chicago, IL  Denver, CO  Houston, TX  Los Angeles, CA  New York, NY  Portland, OR  San Diego, CA  San Francisco, CA  Seattle, WA  Washington, DC",https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,9,Parenting a Child with ADHD | Psychology Today,Test Yourself,Addiction   Anxiety    ADHD   Asperger's   Autism   Bipolar Disorder   Chronic Pain   Depression   Eating Disorders   Passive Aggression   Personality   Shyness   Goal Setting   Happiness   Positive Psychology   Stopping Smoking   Low Sexual Desire   Relationships   Sex   Child Development   Parenting,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,10,Parenting a Child with ADHD | Psychology Today,Find a Therapist,Coronavirus Disease 2019   Narcissism   Dementia   Bias   Affective Forecasting   Neuroscience,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
1,11,Parenting a Child with ADHD | Psychology Today,Get Help,,https://www.psychologytoday.com/us/basics/adhd/parenting-adhd-child
2,1,Raising an Adopted Child | Psychology Today,See All,Coronavirus Disease 2019   Narcissism   Dementia   Bias   Affective Forecasting   Neuroscience,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,2,Raising an Adopted Child | Psychology Today,Raising an Adopted Child,Verified by Psychology Today,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,3,Raising an Adopted Child | Psychology Today,On This Page,"Every adopted child is unique and has the potential to flourish in a loving home. However, because of the nature of adoption, there are several potential challenges that many adoptive parents will need to be prepared to confront. These include the aftereffects of trauma or neglect, feelings of abandonment, questions of identity, and social and emotional challenges related to race.  On the other hand, it’s important for parents to remember that not every problem, whether physical or mental, can be directly traced to a child’s adoption. Focusing on the whole of the child’s life and needs, rather than assuming adoption is behind every negative behavior, is the best way to address challenges and promote overall well-being.",https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,4,Raising an Adopted Child | Psychology Today,Essential Reads,"Some children who have been adopted, though not all, may experience psychological, neurological, social, medical, or behavioral problems unique to their individual situation. These potential problems, which can develop at any age, include bonding, attachment, relationship issues, cognitive delays, ADHD, defiance, and matters related to identity formation.  These problems may be due to separation from birth parents, trauma, stigmatization, cultural changes, environmental issues such as malnutrition or lead poisoning, or biological family history, including alcoholism or drug abuse. Since it is not always possible to obtain records of an adopted child’s medical history, there may be unforeseen physical health matters to address.   Adoption will not necessarily have negative effects on every adopted child. Some children, however, may experience negative emotional or psychological symptoms as a result of their adoption.   For starters, adopted children may struggle with feeling rejected by their birth family and/or like they don’t fit into their adoptive family; such feelings can be painful for children and parents alike, and may trigger negative behaviors as the child attempts to reconcile these emotions.   Adoptees, particularly those adopted at an older age, may have endured trauma, abuse, or neglect. Such children may be distrusting of adults and may struggle to bond with their adoptive family as a result. They may also present with emotional or behavioral challenges as they attempt to cope with their difficult past. Seeking help for traumatized children—and trying to see frustrating behaviors through a lens of trauma, rather than one of deliberate disobedience—can help parents put their child on a path to improved psychological health.   Evidence shows that the majority of adoptees are in the normal range of behavioral and emotional adjustment. However, evidence does suggest that adoptees may be more likely than non-adopted children to be diagnosed with mental health disorders, including depression, ADHD, and addiction.   Though the exact causes for this disparity continue to be investigated—and likely differ from adoptee to adoptee—it’s likely that a combination of genetic vulnerability, past trauma, feelings of rejection, and identity crises may be responsible for the increased risk of mental health disorders seen among adopted children.  It’s not always possible to pinpoint the exact cause of problematic behaviors in children, adopted or not. Some adoptees may have experienced neglect or abuse early in life, which can result in later behavioral issues. Other adoptees may feel confused about their identity and act out as a result. Some mental health disorders that can be related to behavior challenges—such as ADHD or autism—have a genetic element, and it is possible that a child is genetically predisposed to these disorders.   It’s also critical to note, however, that many non-adopted children misbehave, too; thus, a child’s challenging behaviors may be wholly unrelated to adoption.  Older children often lived in foster care or an orphanage (if adopted internationally) before being adopted. There is a strong possibility in these settings for a child to have experienced trauma or neglect; as a result, they may be deeply distrusting of adults, may struggle to attach to their new family, or may behave in ways that can be confusing, upsetting, or even frightening. Children may have also experienced trauma in their family of origin before being placed for adoption.   Older children may have lived in multiple prior homes, which may have given them a heightened fear of abandonment. This may manifest as disinterest or distrust in their new family. On the flip side, some children who fear abandonment may be too trusting of any adult, never having bonded closely with any specific one. This tendency can result in unsafe behaviors if left unaddressed.  Though it is of course possible for an adopted newborn to have special needs, the nature of the adoption process means that older children are more likely to have physical or mental disabilities—or behavioral challenges such as conduct disorder—that require significant care. Though most reputable agencies will let prospective parents know in advance whether their child has special needs—and allow parents to decide beforehand whether they are prepared to care for any particular child—some challenges may not become apparent until the child is in his or her new home.  Parents should make an effort to learn as much as possible about their child’s history before the adoption, in order to better prepare themselves for their child’s specific needs. In cases where this is not possible, educating themselves about trauma, childhood mental health, and the possible effects of foster or institutionalized care can help parents get a better sense of what to expect.  Adoptees—particularly those adopted at an older age—may be slow to bond with their family for a number of reasons. Children who have experienced trauma or abandonment may see their adoptive parents as untrustworthy or may assume that they too will leave the child behind; unfortunately, many foster children or those adopted internationally were previously placed in homes that they thought would be permanent but turned out not to be.   Many, if not most, adoptees eventually bond with their families. However, the process takes time (and in some cases, professional help) and requires the careful building of trust. Self-education about bonding and attachment can help parents feel more secure, be patient with themselves and their child, and learn to trust the process. However, if bonding happens slowly, it can be extremely emotionally taxing for parents and children alike. Parents should make sure they have their own support system of friends, family, and community members lined up, while also making sure they get their child the help and social support she needs to thrive.  The term “post-adoption depression” refers to the onset of depressive symptoms in adoptive parents shortly after adopting a child. Though it is much less well-known, it is conceptually similar to postpartum depression and has many of the same psychological symptoms. Parents may question their own legitimacy as a parent, for instance, or worry that they will not bond with their child; these feelings can contribute to symptoms like sadness, lethargy, sleeplessness, anxiety, or guilt.   Post-adoption depression can affect mothers, fathers, and single parents—and while it is possible for it to resolve on its own, it can also be quite serious and long-lasting. Any adoptive parent who experiences depressive symptoms for longer than two weeks should not hesitate to seek professional help.  Adopted children may be of a different race, ethnicity, or cultural background than their adoptive families. While many families consider these differences something to be celebrated, they can also create barriers between parent and child that will require dedicated effort (particularly on the part of the parents) to overcome.   In the U.S., most adoptive parents are white; many adopted children are not. When parent(s) and child are of different races—a situation known as transracial adoption—it’s imperative that the situation be discussed openly and honestly. Attempting to gloss over differences, or act as if they don’t exist, will likely only result in distance between family members.   Since race can be a visible indicator that a child was adopted, transracial adoptees may feel acutely as if they don’t “fit in” with their family, which can aggravate the questions of identity that affect many adoptees. Strangers (or even loved ones) may further exacerbate this feeling by making rude or incorrect comments about the family or about adoption.   Adoptees of color may also experience racism or microaggressions in their adoptive community, particularly if few other people of their race or ethnicity live there. Living in a predominantly white community may also make them more likely to feel disconnected from their racial or ethnic group; some may question whether they can rightfully self-identify with their race or ethnicity if they have white parents.   A major challenge of transracial adoption is related to adoptive parents’ frequent discomfort with talking about race. If a child learns that race is an “impolite” subject to bring up, he may feel pressured to keep his race-related questions and problems to himself. Feeling unable to talk to their adoptive parents about race can create further identity challenges and may make adoptees feel isolated in their own homes.  Absolutely. Adoptive parents—particularly white ones—may struggle to navigate conversations about their child’s race or openly discuss how race is viewed by society at large. But avoiding the subject altogether, or acting as if conversations about race are somehow improper, can have serious negative effects on children.   Many adult transracial adoptees report that their parents refused to talk about race at all; others adopted a “colorblind” approach and taught their children that race did not matter, despite the child’s lived experience to the contrary. Either approach can result in the child feeling shame or confusion about their racial background, or even resentment toward their adoptive parents later on.     There are many books and online resources that can help parents (adoptive or otherwise) talk to their children about race in honest, productive ways. Parents, especially if they are white, may want to acknowledge that they may make mistakes when discussing race with their child and may not always say the “right” thing. It is important to realize that such mistakes tend to be trivial in the grand scheme.  Letting a child know that it’s okay to talk about race—and taking her race-related concerns seriously when she brings them to her parents—will help her develop into a secure adult, better able to synthesize both her race and her adoptive status into her identity.",https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,5,Raising an Adopted Child | Psychology Today,Recent Posts,"Wendy Kramer on January 6, 2023 in Donor Family Matters  Wendy Kramer on December 13, 2022 in Donor Family Matters  Wendy Kramer on November 28, 2022 in Donor Family Matters  Wendy Kramer on October 26, 2022 in Donor Family Matters  Jon Patrick Hatcher M.A. on October 24, 2022 in State of Anxiety  Yoo Jung Kim M.D. on October 12, 2022 in Apple a Day  Jane Adams Ph.D. on September 30, 2022 in Between the Lines  Wendy Kramer on September 26, 2022 in Donor Family Matters  Wendy Kramer on August 25, 2022 in Donor Family Matters  Wendy Kramer on June 23, 2022 in Donor Family Matters",https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,6,Raising an Adopted Child | Psychology Today,Adoption Center,Adoption Resources,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,7,Raising an Adopted Child | Psychology Today,Connected Topics,"Atlanta, GA  Austin, TX  Baltimore, MD  Boston, MA  Brooklyn, NY  Charlotte, NC  Chicago, IL  Columbus, OH  Dallas, TX  Denver, CO  Detroit, MI  Houston, TX  Indianapolis, IN  Jacksonville, FL  Las Vegas, NV  Los Angeles, CA  Louisville, KY  Memphis, TN  Miami, FL  Milwaukee, WI  Minneapolis, MN  Nashville, TN  New York, NY  Oakland, CA  Omaha, NE  Philadelphia, PA  Phoenix, AZ  Pittsburgh, PA  Portland, OR  Raleigh, NC  Sacramento, CA  Saint Louis, MO  San Antonio, TX  San Diego, CA  San Francisco, CA  San Jose, CA  Seattle, WA  Tucson, AZ  Washington, DC  Psychology Today © 2023 Sussex Publishers, LLC",https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,8,Raising an Adopted Child | Psychology Today,Diagnosis,"Get Help  Members  Login  Sign Up  Austin, TX  Brooklyn, NY  Chicago, IL  Denver, CO  Houston, TX  Los Angeles, CA  New York, NY  Portland, OR  San Diego, CA  San Francisco, CA  Seattle, WA  Washington, DC",https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,9,Raising an Adopted Child | Psychology Today,Find a Therapist,Addiction   Anxiety    ADHD   Asperger's   Autism   Bipolar Disorder   Chronic Pain   Depression   Eating Disorders   Passive Aggression   Personality   Shyness   Goal Setting   Happiness   Positive Psychology   Stopping Smoking   Low Sexual Desire   Relationships   Sex   Child Development   Parenting,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,10,Raising an Adopted Child | Psychology Today,Get Help,Coronavirus Disease 2019   Narcissism   Dementia   Bias   Affective Forecasting   Neuroscience,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
2,11,Raising an Adopted Child | Psychology Today,Magazine,,https://www.psychologytoday.com/us/basics/adoption/raising-adopted-child
3,1,Parenting a Child with Autism | Psychology Today,See All,Coronavirus Disease 2019   Narcissism   Dementia   Bias   Affective Forecasting   Neuroscience,https://www.psychologytoday.com/us/basics/autism/parenting-child-autism
3,2,Parenting a Child with Autism | Psychology Today,Parenting a Child with Autism,Verified by Psychology Today,https://www.psychologytoday.com/us/basics/autism/parenting-child-autism
3,3,Parenting a Child with Autism | Psychology Today,On This Page,"Discovering that your child has autism can change your life tremendously. Notwithstanding your deep love for your child, parents can experience feelings of grief, anger, fear, and stress. Parents may worry that their vision for the child’s future has disappeared, that their relationship with their spouse will be strained, that the family will face mounting financial pressures. It’s natural to feel overwhelmed.  But know that autism is a common condition—around 1 of every 54 children has a diagnosis—and interventions have helped many children with autism go on to live full, meaningful lives. There are advocacy organizations, support groups, mental health professionals, and loved ones who are ready to support you and your child to the fullest.",https://www.psychologytoday.com/us/basics/autism/parenting-child-autism
