,Title,Subheading,Paragraph,URL,text
75,Toilet Training Your Toddler: Strategy,Tara Neumayr,"For months now, I’ve been telling myself that I am about to experience the magical ease of toilet training my daughter.  Other moms have told me repeatedly that this will happen: “Oh, girls toilet train so much earlier,” or “Boys just don’t care that much; girls do.”  And I have been thinking back to the conversations about toilet training that I had with my son:  “Son, would you like to learn to go on the potty so that you don’t have to wear diapers and can wear underpants like a big boy?”  (Son) “No, Mom, I’ll do that when I’m older.”  (Inside voice, slightly panicky) “How much older are we talking about?”  But the days, weeks, and months continue to fly by, and, despite occasional flashes of apparent interest, my daughter continues to look at me with a combination of bemusement and disdain when I say, “Would you like to try to use the potty?”  For now, let’s leave aside the heaps of gendered assumptions and expectations contained in the boy mom / girl mom toilet training conversation.  For the practical task at hand, it’s clear that I can’t bank on a supernatural event to deliver me from the responsibility to help my daughter reach this mega-milestone.  This is going to require some parenting.  Toilet training is daunting – as probably every one of the more than 7000 toilet training-related books on Amazon will tell you.  Those 7000 books are also a clue that there are lots of different methods or suggestions for doing it the “right” or “best” way.  Thankfully, I believe there are a few simple principles that can help sort it all out:",https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Tara Neumayr 
 For months now, I’ve been telling myself that I am about to experience the magical ease of toilet training my daughter.  Other moms have told me repeatedly that this will happen: “Oh, girls toilet train so much earlier,” or “Boys just don’t care that much; girls do.”  And I have been thinking back to the conversations about toilet training that I had with my son:  “Son, would you like to learn to go on the potty so that you don’t have to wear diapers and can wear underpants like a big boy?”  (Son) “No, Mom, I’ll do that when I’m older.”  (Inside voice, slightly panicky) “How much older are we talking about?”  But the days, weeks, and months continue to fly by, and, despite occasional flashes of apparent interest, my daughter continues to look at me with a combination of bemusement and disdain when I say, “Would you like to try to use the potty?”  For now, let’s leave aside the heaps of gendered assumptions and expectations contained in the boy mom / girl mom toilet training conversation.  For the practical task at hand, it’s clear that I can’t bank on a supernatural event to deliver me from the responsibility to help my daughter reach this mega-milestone.  This is going to require some parenting.  Toilet training is daunting – as probably every one of the more than 7000 toilet training-related books on Amazon will tell you.  Those 7000 books are also a clue that there are lots of different methods or suggestions for doing it the “right” or “best” way.  Thankfully, I believe there are a few simple principles that can help sort it all out:"
76,Toilet Training Your Toddler: Strategy,"Behavior & Development • Feb 25, 2020","Toilet training is something that a typically developing child must achieve at some point in order to meet cultural expectations for personal hygiene and participation in his or her broader society.  In other words, children who fail to toilet train may be subject to social embarrassment and exclusion and will be unable to attend school or participate in extracurricular activities.  As a parent, then, you have two main goals: (1) facilitate your child’s success in toilet training in a timeframe that helps him/her to continue his/her social development and expected educational trajectory, and (2) do so in a way that does not produce feelings of shame, guilt, and anxiety in your child.  Looking for a third goal? (3) Don’t torture yourself in the process.",https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Behavior & Development • Feb 25, 2020 
 Toilet training is something that a typically developing child must achieve at some point in order to meet cultural expectations for personal hygiene and participation in his or her broader society.  In other words, children who fail to toilet train may be subject to social embarrassment and exclusion and will be unable to attend school or participate in extracurricular activities.  As a parent, then, you have two main goals: (1) facilitate your child’s success in toilet training in a timeframe that helps him/her to continue his/her social development and expected educational trajectory, and (2) do so in a way that does not produce feelings of shame, guilt, and anxiety in your child.  Looking for a third goal? (3) Don’t torture yourself in the process."
77,Toilet Training Your Toddler: Strategy,"Toilet Training Your Toddler: Strategy, Not Tactics","The first step is to assess your child’s readiness for toilet training.  Developmental readiness encompasses the ability to sense the need to pee or poop, the ability to communicate that sensation to a caregiver, the ability to sit steadily on the toilet seat – whether a toddler’s potty chair or modification of the regular toilet – and to devote his or her attention to the task at hand for a sufficient period of time.  Some experts recommend the ability to pull his or her pants up and down, but initially your child will be accompanied to the toilet 100% of the time, and I consider this less necessary than the other requirements.  In addition to this, your child should display interest in using the potty and a desire to be “clean” or be rid of diapers.  Children display interest in a variety of ways, including following parents into the bathroom, asking questions, making observations and reporting when the diaper needs changing.  Even after these signs appear, it may take weeks or months for the child to progress from curiosity to toilet training action, and it is important for the parent to be attuned to the child’s interest and open to his or her questions.  It is helpful for parents to agree on what they consider to be appropriate terminology within the household for these bodily functions and to be consistent in their use in order to avoid creating confusion for the child.  When thinking about your timeline for toilet training, it is important to approach your child as an individual who is just trying to master a task.  There is no evidence that the timing of toilet training has any association with intelligence or future success in life.  My very bright, socially adept son may have been the last in his daycare class to complete toilet training (I’m not actually sure, since I made a conscious decision not to create comparisons), but he was within the same general timeline, completely within reported age norms, and well before he needed to enter the diaper-free zone known as preschool.  Your child will eventually perceive the need to conform to this social expectation, and the process will be completed more quickly and painlessly on his/her timeline than on an imposed one.  There is currently no evidence to support the idea that offering a reward – other than the intrinsic rewards of being “more grown up” and being rid of diapers – will create the necessary motivation to complete toilet training.  Positive reinforcement even for small attempts at progress is encouraged – go ahead and be very liberal with your praise.  Most importantly, discipline or shaming has no place in a successful toilet training process and is more likely to prolong or delay it.  Negative comparisons to other children’s progress should be avoided, and once training is underway, the inevitable accidents should be met with a matter-of-fact change of clothing and an “It’s OK – we’ll get it the next time!”  Frequent accidents are generally an indication that the child is not quite ready, and at that point you should resume the use of diapers until the child expresses interest in trying again.  Remember, too, that nighttime dryness is generally achieved somewhat later than daytime dryness, and your child may require a diaper or “pull up” at night for some time after daytime toilet training is achieved.  In the service of not torturing yourself, it is fully acceptable to avoid toilet training methods that you feel will only aggravate you.  Other parents have told me that they used the often-touted method of allowing their child to run around the house completely in the nude for a weekend, whisking him or her off to the toilet whenever it appeared that he or she needed to go or had commenced going.  This worked for them, and kudos to them.  The neat freak in me cannot even contemplate this slightly feral situation without horror, and I quickly eliminated it from the list of tools I might consider.  Likewise, my children have shown more interest in the actual potty than in the potty chair, and I am more than happy not to have an Elmo-shaped chamber pot to empty and clean.  Providing timed “opportunities” for success did make sense to me, however, and I frequently offered a trial of sitting on the potty around bath time and before bedtime.  It may take some trial and error, but with patience and an intact sense of humor, you will find what works for you and your child.",https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Toilet Training Your Toddler: Strategy, Not Tactics 
 The first step is to assess your child’s readiness for toilet training.  Developmental readiness encompasses the ability to sense the need to pee or poop, the ability to communicate that sensation to a caregiver, the ability to sit steadily on the toilet seat – whether a toddler’s potty chair or modification of the regular toilet – and to devote his or her attention to the task at hand for a sufficient period of time.  Some experts recommend the ability to pull his or her pants up and down, but initially your child will be accompanied to the toilet 100% of the time, and I consider this less necessary than the other requirements.  In addition to this, your child should display interest in using the potty and a desire to be “clean” or be rid of diapers.  Children display interest in a variety of ways, including following parents into the bathroom, asking questions, making observations and reporting when the diaper needs changing.  Even after these signs appear, it may take weeks or months for the child to progress from curiosity to toilet training action, and it is important for the parent to be attuned to the child’s interest and open to his or her questions.  It is helpful for parents to agree on what they consider to be appropriate terminology within the household for these bodily functions and to be consistent in their use in order to avoid creating confusion for the child.  When thinking about your timeline for toilet training, it is important to approach your child as an individual who is just trying to master a task.  There is no evidence that the timing of toilet training has any association with intelligence or future success in life.  My very bright, socially adept son may have been the last in his daycare class to complete toilet training (I’m not actually sure, since I made a conscious decision not to create comparisons), but he was within the same general timeline, completely within reported age norms, and well before he needed to enter the diaper-free zone known as preschool.  Your child will eventually perceive the need to conform to this social expectation, and the process will be completed more quickly and painlessly on his/her timeline than on an imposed one.  There is currently no evidence to support the idea that offering a reward – other than the intrinsic rewards of being “more grown up” and being rid of diapers – will create the necessary motivation to complete toilet training.  Positive reinforcement even for small attempts at progress is encouraged – go ahead and be very liberal with your praise.  Most importantly, discipline or shaming has no place in a successful toilet training process and is more likely to prolong or delay it.  Negative comparisons to other children’s progress should be avoided, and once training is underway, the inevitable accidents should be met with a matter-of-fact change of clothing and an “It’s OK – we’ll get it the next time!”  Frequent accidents are generally an indication that the child is not quite ready, and at that point you should resume the use of diapers until the child expresses interest in trying again.  Remember, too, that nighttime dryness is generally achieved somewhat later than daytime dryness, and your child may require a diaper or “pull up” at night for some time after daytime toilet training is achieved.  In the service of not torturing yourself, it is fully acceptable to avoid toilet training methods that you feel will only aggravate you.  Other parents have told me that they used the often-touted method of allowing their child to run around the house completely in the nude for a weekend, whisking him or her off to the toilet whenever it appeared that he or she needed to go or had commenced going.  This worked for them, and kudos to them.  The neat freak in me cannot even contemplate this slightly feral situation without horror, and I quickly eliminated it from the list of tools I might consider.  Likewise, my children have shown more interest in the actual potty than in the potty chair, and I am more than happy not to have an Elmo-shaped chamber pot to empty and clean.  Providing timed “opportunities” for success did make sense to me, however, and I frequently offered a trial of sitting on the potty around bath time and before bedtime.  It may take some trial and error, but with patience and an intact sense of humor, you will find what works for you and your child."
78,Toilet Training Your Toddler: Strategy,Understand Your Goals,"You have more help at hand than you might think.  Talk to other parents who have successfully toilet trained at least one child (the more the better); I’m frequently amazed at the ingenuity of the people in my life, and you might be amazed at the genius idea your best friend came up with.  If your child attends daycare or has other caregivers when you are away from home, enlist their ideas and experience, and check in with them to see if you are being consistent and if they perceive that things are generally on track.  Work with them to make incremental progress where you can and try to implement any daytime routines through the weekends when possible.  Remember that your parents and your significant other’s parents somehow managed to toilet train you and your significant other, and they could have special insights into what might work for your child – or what might not work particularly well.  And don’t forget that you can make use of the vast expertise of your pediatrician and his/her staff, many of whom have implemented electronic forms of communication for non-urgent issues and guidance.  I can’t promise that toilet training will be easy.  But I can promise it will be successful…eventually.  Good luck!",https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Understand Your Goals 
 You have more help at hand than you might think.  Talk to other parents who have successfully toilet trained at least one child (the more the better); I’m frequently amazed at the ingenuity of the people in my life, and you might be amazed at the genius idea your best friend came up with.  If your child attends daycare or has other caregivers when you are away from home, enlist their ideas and experience, and check in with them to see if you are being consistent and if they perceive that things are generally on track.  Work with them to make incremental progress where you can and try to implement any daytime routines through the weekends when possible.  Remember that your parents and your significant other’s parents somehow managed to toilet train you and your significant other, and they could have special insights into what might work for your child – or what might not work particularly well.  And don’t forget that you can make use of the vast expertise of your pediatrician and his/her staff, many of whom have implemented electronic forms of communication for non-urgent issues and guidance.  I can’t promise that toilet training will be easy.  But I can promise it will be successful…eventually.  Good luck!"
79,Toilet Training Your Toddler: Strategy,Align Your Strategy with Your Goals,"Search for Diaper Wipes Leads Dermatologist-Mom to Establish a Not-for-Profit   Aug 03, 2015 • The Hospitalist Team  Sudden Cardiac Death: Can we prevent it?  Jul 22, 2013 • Shobha Bhaskar, M.D.  Tricks for Managing Halloween Treats  Oct 30, 2013 • Jill Isenberg, PhD",https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Align Your Strategy with Your Goals 
 Search for Diaper Wipes Leads Dermatologist-Mom to Establish a Not-for-Profit   Aug 03, 2015 • The Hospitalist Team  Sudden Cardiac Death: Can we prevent it?  Jul 22, 2013 • Shobha Bhaskar, M.D.  Tricks for Managing Halloween Treats  Oct 30, 2013 • Jill Isenberg, PhD"
80,Toilet Training Your Toddler: Strategy,Use Your Resources,Pregnancy & Childbirth  Newborn & Infants  Toddler & Pre-school  School Age  Teens & Young Adults,https://childrensmd.org/browse-by-topic/behavior-development/toilet-training-your-toddler-strategy-not-tactics,"Toilet Training Your Toddler: Strategy 
 Use Your Resources 
 Pregnancy & Childbirth  Newborn & Infants  Toddler & Pre-school  School Age  Teens & Young Adults"
81,When to Start Toilet Training | Is My Child Ready for It?,Alex Maixner,"Thinking about toilet training your child? Before starting the process, it’s important to make sure your child is developmentally ready. Although you may be eager to discontinue the seemingly endless cycle of diaper changes, there is no benefit to early toilet training. Most children are ready to start between age 2 and 3. By this age, they are neurologically capable of containing stool and urine.",https://childrensmd.org/browse-by-age-group/toddler-pre-school/toilet-training,"When to Start Toilet Training | Is My Child Ready for It? 
 Alex Maixner 
 Thinking about toilet training your child? Before starting the process, it’s important to make sure your child is developmentally ready. Although you may be eager to discontinue the seemingly endless cycle of diaper changes, there is no benefit to early toilet training. Most children are ready to start between age 2 and 3. By this age, they are neurologically capable of containing stool and urine."
82,When to Start Toilet Training | Is My Child Ready for It?,"Behavior & Development • Jun 26, 2018","Staying dry for extended periods of time (2 hours or more)  Bowel movements are more predictable  Can walk to and from the bathroom and pull down pants independently  Demonstrates awareness of wet or soiled diaper  Ex: facial expressions, doing the “potty dance,” going off to the corner to use the bathroom  Ex: flush the toilet, wash your hands  Interested in how others use the restroom and may imitate their behavior  Ex: When I flush, my poop goes away.  Shows a desire to please caregivers  Remember, toilet training is not a contest! While some may be ready to train at age 2, others may not be developmentally ready until closer to age 3. If you have additional questions, your pediatrician can help!",https://childrensmd.org/browse-by-age-group/toddler-pre-school/toilet-training,"When to Start Toilet Training | Is My Child Ready for It? 
 Behavior & Development • Jun 26, 2018 
 Staying dry for extended periods of time (2 hours or more)  Bowel movements are more predictable  Can walk to and from the bathroom and pull down pants independently  Demonstrates awareness of wet or soiled diaper  Ex: facial expressions, doing the “potty dance,” going off to the corner to use the bathroom  Ex: flush the toilet, wash your hands  Interested in how others use the restroom and may imitate their behavior  Ex: When I flush, my poop goes away.  Shows a desire to please caregivers  Remember, toilet training is not a contest! While some may be ready to train at age 2, others may not be developmentally ready until closer to age 3. If you have additional questions, your pediatrician can help!"
83,When to Start Toilet Training | Is My Child Ready for It?,Is My Child Ready for Toilet Training?,"Burnout Prevention for Young Athletes  Feb 06, 2020 • Lisa Ryan, MD  When Should Your Child Be Evaluated for Braces?  Jul 14, 2022 • Emily Hahn  Flu Facts: Keeping Your Family Healthy  Nov 09, 2018 • Kendra Whittle",https://childrensmd.org/browse-by-age-group/toddler-pre-school/toilet-training,"When to Start Toilet Training | Is My Child Ready for It? 
 Is My Child Ready for Toilet Training? 
 Burnout Prevention for Young Athletes  Feb 06, 2020 • Lisa Ryan, MD  When Should Your Child Be Evaluated for Braces?  Jul 14, 2022 • Emily Hahn  Flu Facts: Keeping Your Family Healthy  Nov 09, 2018 • Kendra Whittle"
84,When to Start Toilet Training | Is My Child Ready for It?,Signs Indicating When to Start Toilet Training,Pregnancy & Childbirth  Newborn & Infants  Toddler & Pre-school  School Age  Teens & Young Adults,https://childrensmd.org/browse-by-age-group/toddler-pre-school/toilet-training,"When to Start Toilet Training | Is My Child Ready for It? 
 Signs Indicating When to Start Toilet Training 
 Pregnancy & Childbirth  Newborn & Infants  Toddler & Pre-school  School Age  Teens & Young Adults"
85,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,What Is Encopresis?,"If your child has bowel movements (BMs) in places other than the toilet, you know how frustrating it can be. Parents might assume that kids who soil their pants are misbehaving or too lazy to use the bathroom when they have the urge to go.  But many kids beyond the age of toilet teaching (generally older than 4 years) who soil their underwear have a condition known as encopresis (en-kah-PREE-sis). They have a problem with their bowels that dulls the normal urge to go to the bathroom. So they can't control the accidents that usually follow.  Encopresis isn't a disease. It's a symptom that may have different causes.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 What Is Encopresis? 
 If your child has bowel movements (BMs) in places other than the toilet, you know how frustrating it can be. Parents might assume that kids who soil their pants are misbehaving or too lazy to use the bathroom when they have the urge to go.  But many kids beyond the age of toilet teaching (generally older than 4 years) who soil their underwear have a condition known as encopresis (en-kah-PREE-sis). They have a problem with their bowels that dulls the normal urge to go to the bathroom. So they can't control the accidents that usually follow.  Encopresis isn't a disease. It's a symptom that may have different causes."
86,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,What Are the Signs & Symptoms of Encopresis?,"At first, parents may think their child has a simple case of diarrhea. But when it keeps happening, it's clear that there's another problem, especially because the child isn't sick.  As the buildup of stool stretches the colon, the nerves have trouble telling the brain that it's time for a BM. If untreated, the soiling will get worse. Then, kids may lose their appetites or complain of stomach pain.  A large, hard poop may also cause a tear in the skin around the anus that will leave blood on the stools, the toilet paper, or in the toilet.  Parents can get frustrated if their child seems unfazed by the poop accidents, which happen mostly during waking hours. Denial may be one reason for a child seeming calm — kids can't face the shame and guilt they feel about the condition. Some even try to hide their soiled underpants from their parents.  Another reason may be more scientific: Because the brain gets used to the smell of poop, the child may no longer notice the odor.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 What Are the Signs & Symptoms of Encopresis? 
 At first, parents may think their child has a simple case of diarrhea. But when it keeps happening, it's clear that there's another problem, especially because the child isn't sick.  As the buildup of stool stretches the colon, the nerves have trouble telling the brain that it's time for a BM. If untreated, the soiling will get worse. Then, kids may lose their appetites or complain of stomach pain.  A large, hard poop may also cause a tear in the skin around the anus that will leave blood on the stools, the toilet paper, or in the toilet.  Parents can get frustrated if their child seems unfazed by the poop accidents, which happen mostly during waking hours. Denial may be one reason for a child seeming calm — kids can't face the shame and guilt they feel about the condition. Some even try to hide their soiled underpants from their parents.  Another reason may be more scientific: Because the brain gets used to the smell of poop, the child may no longer notice the odor."
87,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,What Causes Encopresis?,"Most encopresis cases are due to constipation. Stool (poop) is hard, dry, and difficult to pass when a person is constipated. Many kids ""hold"" their BMs to avoid the pain they feel when they go to the bathroom, which sets the stage for having a poop accident.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 What Causes Encopresis? 
 Most encopresis cases are due to constipation. Stool (poop) is hard, dry, and difficult to pass when a person is constipated. Many kids ""hold"" their BMs to avoid the pain they feel when they go to the bathroom, which sets the stage for having a poop accident."
88,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,About Constipation,"There's a wide range when it comes to ""normal"" pooping. One kid might have one or two BMs per day while another goes only three or four times a week.  A child who passes a soft, medium-sized BM without any problems every 3 days is not constipated. But a child who passes a hard BM (small or large) every other day is. So are other kids who may go every day, but only pass hard little balls and always have poop left behind in the rectum.  Causes of hard poop can include:  diet  illness  not drinking enough liquids  fear of the toilet during potty training  limited access to a toilet or a toilet that's not private (like at school)  Some kids may develop chronic constipation after stressful life events such as a divorce or the death of a close relative.  Rectal surgery or birth defects such as Hirschsprung disease and spina bifida can cause constipation or encopresis without constipation, but this is uncommon.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 About Constipation 
 There's a wide range when it comes to ""normal"" pooping. One kid might have one or two BMs per day while another goes only three or four times a week.  A child who passes a soft, medium-sized BM without any problems every 3 days is not constipated. But a child who passes a hard BM (small or large) every other day is. So are other kids who may go every day, but only pass hard little balls and always have poop left behind in the rectum.  Causes of hard poop can include:  diet  illness  not drinking enough liquids  fear of the toilet during potty training  limited access to a toilet or a toilet that's not private (like at school)  Some kids may develop chronic constipation after stressful life events such as a divorce or the death of a close relative.  Rectal surgery or birth defects such as Hirschsprung disease and spina bifida can cause constipation or encopresis without constipation, but this is uncommon."
89,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,What Happens With Encopresis?,"When a child holds in BMs, the poop starts building up in the rectum and may back up into the colon — and a frustrating cycle begins.  The colon's job is to remove water from the poop before it's passed. The longer the poop is stuck there, the more water is removed — and the harder it is to push the large, dry poop out. The large poop also stretches out the colon, weakening the muscles there and affecting the nerves that tell a child when it's time to go to the bathroom.  Then, the colon can't easily push the hard poop out, and it's painful to pass. So the child continues to avoid having a BM, often by dancing, crossing the legs, making faces, or walking on tiptoes.  In time, the rectum and lower part of the colon get so full that it's hard for the sphincter (the muscular valve that controls the passage of feces out of the anus) to hold the poop in. Partial BMs may pass through, causing the child to soil his or her pants. Softer poop may also leak out around the large mass of feces and stain the child's underwear when the sphincter relaxes.  Kids can't prevent this soiling — nor do they have any idea it's happening — because the nerves aren't sending the signals that regulate pooping.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 What Happens With Encopresis? 
 When a child holds in BMs, the poop starts building up in the rectum and may back up into the colon — and a frustrating cycle begins.  The colon's job is to remove water from the poop before it's passed. The longer the poop is stuck there, the more water is removed — and the harder it is to push the large, dry poop out. The large poop also stretches out the colon, weakening the muscles there and affecting the nerves that tell a child when it's time to go to the bathroom.  Then, the colon can't easily push the hard poop out, and it's painful to pass. So the child continues to avoid having a BM, often by dancing, crossing the legs, making faces, or walking on tiptoes.  In time, the rectum and lower part of the colon get so full that it's hard for the sphincter (the muscular valve that controls the passage of feces out of the anus) to hold the poop in. Partial BMs may pass through, causing the child to soil his or her pants. Softer poop may also leak out around the large mass of feces and stain the child's underwear when the sphincter relaxes.  Kids can't prevent this soiling — nor do they have any idea it's happening — because the nerves aren't sending the signals that regulate pooping."
90,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,How Is Encopresis Diagnosed?,Call the doctor if your child has any of these symptoms of encopresis:  poop or liquid stool in the underwear when your child isn't ill  hard poop or pain when having a BM  toilet-clogging BM  belly pain  loss of appetite  blood on the toilet paper when wiping or dripping into the toilet bowl  Soiling and constipation are a top reason that kids go to see pediatric gastroenterologists (doctors who diagnose and treat disorders of the stomach and intestines).,https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 How Is Encopresis Diagnosed? 
 Call the doctor if your child has any of these symptoms of encopresis:  poop or liquid stool in the underwear when your child isn't ill  hard poop or pain when having a BM  toilet-clogging BM  belly pain  loss of appetite  blood on the toilet paper when wiping or dripping into the toilet bowl  Soiling and constipation are a top reason that kids go to see pediatric gastroenterologists (doctors who diagnose and treat disorders of the stomach and intestines)."
91,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,How Is Encopresis Treated?,"Encopresis is not a behavioral issue or a simple lack of self-control. Punishing or humiliating a child with encopresis will only make matters worse.  Instead, talk to your doctor for help to get through this challenging but treatable problem. The doctor also might recommend that your child see a gastroenterologist.  Treatment happens in three phases:  Emptying the rectum and colon of the hard poop. Depending on the child's age and other things, the doctor may recommend medicines, including a stool softener, laxatives, and/or enemas. Give laxatives and enemas only under the supervision of a doctor. Never give these treatments at home without first checking with your doctor.  Helping your child begin having regular BMs. This is done with the aid of stool-softening agents. It's important to continue using the stool softeners/laxatives to give the bowels a chance to shrink back to normal size. The muscles of the intestines are stretched out, so they need time to recover.  Parents also will be asked to schedule potty times after meals (when the bowels are naturally stimulated). The child will sit on the toilet for about 5 to 10 minutes. This helps kids learn to pay attention to the urges to go.  Reducing use of the stool medicines. As regular BMs happen, the doctor will decrease a child's use of stool softeners and/or laxatives.  Keep in mind that relapses are normal, so don't get discouraged. Your child might get constipated again or soil their pants during treatment, especially when being weaned off of the stool softeners.  A good way to track your child's progress is by keeping a daily poop calendar. Make sure to note the frequency, consistency (hard, soft, dry), and size (large, small) of the BMs.  Patience is the key to treating encopresis. It can take several months to a year for the stretched-out colon to return to its normal size and for the nerves in the colon to become effective again.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 How Is Encopresis Treated? 
 Encopresis is not a behavioral issue or a simple lack of self-control. Punishing or humiliating a child with encopresis will only make matters worse.  Instead, talk to your doctor for help to get through this challenging but treatable problem. The doctor also might recommend that your child see a gastroenterologist.  Treatment happens in three phases:  Emptying the rectum and colon of the hard poop. Depending on the child's age and other things, the doctor may recommend medicines, including a stool softener, laxatives, and/or enemas. Give laxatives and enemas only under the supervision of a doctor. Never give these treatments at home without first checking with your doctor.  Helping your child begin having regular BMs. This is done with the aid of stool-softening agents. It's important to continue using the stool softeners/laxatives to give the bowels a chance to shrink back to normal size. The muscles of the intestines are stretched out, so they need time to recover.  Parents also will be asked to schedule potty times after meals (when the bowels are naturally stimulated). The child will sit on the toilet for about 5 to 10 minutes. This helps kids learn to pay attention to the urges to go.  Reducing use of the stool medicines. As regular BMs happen, the doctor will decrease a child's use of stool softeners and/or laxatives.  Keep in mind that relapses are normal, so don't get discouraged. Your child might get constipated again or soil their pants during treatment, especially when being weaned off of the stool softeners.  A good way to track your child's progress is by keeping a daily poop calendar. Make sure to note the frequency, consistency (hard, soft, dry), and size (large, small) of the BMs.  Patience is the key to treating encopresis. It can take several months to a year for the stretched-out colon to return to its normal size and for the nerves in the colon to become effective again."
92,Soiling (Encopresis)  (for Parents) - Nemours KidsHealth,The Importance of Diet and Exercise,"Diet and exercise are very important in keeping stools soft and BMs regular. Make sure your child gets plenty of fiber-rich foods. Serve fresh fruits, dried fruits like prunes and raisins, dried beans, vegetables, and high-fiber bread and cereal.  Try these creative ways to add it to your child's diet:  Bake cookies or muffins using whole-wheat flour instead of regular flour. Add raisins, chopped or pureed apples, or prunes to the mix.  Add bran to baking items such as cookies and muffins, or to meatloaf or burgers, or sprinkled on cereal. (The trick is not to add too much bran or the food will taste like sawdust.)  Serve apples topped with peanut butter.  Create tasty treats with peanut butter and whole-wheat crackers.  Top ice cream, frozen yogurt, or regular yogurt with high-fiber cereal for some added crunch.  Serve bran waffles topped with fruit.  Make pancakes with whole-grain pancake mix and top with peaches, apricots, or grapes.  Top high-fiber cereal with fruit.  Sneak some raisins or pureed prunes or zucchini into whole-wheat pancakes.  Add shredded carrots or pureed zucchini to spaghetti sauce or macaroni and cheese.  Add lentils to soup.  Make bean burritos with whole-grain soft-taco shells.  Help your child drink plenty of liquids each day, especially water. Diluted 100% fruit juice (like pear, peach, or prune) is an option if your child isn't drinking enough water. Also, limiting your child's daily dairy intake (including milk, cheese, and yogurt) may help.",https://kidshealth.org/en/parents/encopresis.html#catbehavio,"Soiling (Encopresis)  (for Parents) - Nemours KidsHealth 
 The Importance of Diet and Exercise 
 Diet and exercise are very important in keeping stools soft and BMs regular. Make sure your child gets plenty of fiber-rich foods. Serve fresh fruits, dried fruits like prunes and raisins, dried beans, vegetables, and high-fiber bread and cereal.  Try these creative ways to add it to your child's diet:  Bake cookies or muffins using whole-wheat flour instead of regular flour. Add raisins, chopped or pureed apples, or prunes to the mix.  Add bran to baking items such as cookies and muffins, or to meatloaf or burgers, or sprinkled on cereal. (The trick is not to add too much bran or the food will taste like sawdust.)  Serve apples topped with peanut butter.  Create tasty treats with peanut butter and whole-wheat crackers.  Top ice cream, frozen yogurt, or regular yogurt with high-fiber cereal for some added crunch.  Serve bran waffles topped with fruit.  Make pancakes with whole-grain pancake mix and top with peaches, apricots, or grapes.  Top high-fiber cereal with fruit.  Sneak some raisins or pureed prunes or zucchini into whole-wheat pancakes.  Add shredded carrots or pureed zucchini to spaghetti sauce or macaroni and cheese.  Add lentils to soup.  Make bean burritos with whole-grain soft-taco shells.  Help your child drink plenty of liquids each day, especially water. Diluted 100% fruit juice (like pear, peach, or prune) is an option if your child isn't drinking enough water. Also, limiting your child's daily dairy intake (including milk, cheese, and yogurt) may help."
